Kernel Type, Buffers, Queue Type, Unroll, ERT FLOPs, Elements per Bank, Data Type, Frequency (MHz), DSP blocks, LUTs
swi,0,coalesced,8,1,4,float,243.19,0,61087
swi,0,coalesced,8,1,64,float,245.82,0,61251
swi,0,coalesced,8,1,8,float,254.32,0,61087
swi,0,coalesced,8,2,128,float,246.54,0,60414
swi,0,coalesced,8,2,16,float,238.66,0,60035
swi,0,coalesced,8,2,186,float,247.03,0,60677
swi,0,coalesced,8,2,1,float,245.21,0,60092
swi,0,coalesced,8,2,2,float,252.07,0,60058
swi,0,coalesced,8,2,32,float,240.21,0,60099
swi,0,coalesced,8,2,4,float,246.6,0,60078
swi,0,coalesced,8,2,64,float,235.68,0,60272
swi,0,coalesced,8,2,8,float,248.38,0,60057
swi,0,coalesced,8,4,128,float,239.06,0,59861
swi,0,coalesced,8,4,16,float,240.73,0,59650
swi,0,coalesced,8,4,186,float,240.9,0,60150
swi,0,coalesced,8,4,1,float,235.68,0,59539
swi,0,coalesced,8,4,2,float,243.84,0,59568
swi,0,coalesced,8,4,32,float,240.21,0,59628
swi,0,coalesced,8,4,4,float,249.12,0,59514
swi,0,coalesced,8,4,64,float,243.13,0,59757
swi,0,coalesced,8,4,8,float,249.43,0,59509
swi,0,coalesced,8,8,128,float,247.77,0,59559
swi,0,coalesced,8,8,16,float,248.69,0,59281
swi,0,coalesced,8,8,186,float,237.75,0,59882
swi,0,coalesced,8,8,1,float,242.77,0,59290
swi,0,coalesced,8,8,2,float,247.4,0,59297
swi,0,coalesced,8,8,32,float,238.54,0,59364
swi,0,coalesced,8,8,377,float,231.96,0,60541
swi,0,coalesced,8,8,379,float,237.41,0,60561
swi,0,coalesced,8,8,4,float,252.65,0,59278
swi,0,coalesced,8,8,64,float,240.38,0,59446
swi,0,coalesced,8,8,8,float,247.7,0,59261
