        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
        long    coalesced      256        1        1            8     67108864   698277997.300   1073741824  17179869184        0.002        0.025
        long    coalesced      256        1        1           16     67108864   698278311.640   2147483648  34359738368        0.003        0.049
        long    coalesced      256        1        1           32     67108864   698278342.526   4294967296  68719476736        0.006        0.098
        long    coalesced      256        1        1           64     67108864   698278372.801   8589934592 137438953472        0.012        0.197
        long    coalesced      256        1        1          128     33554432   351866978.019   8589934592 137438953472        0.024        0.391
        long    coalesced      256        1        1          256     16777216   177927037.499   8589934592 137438953472        0.048        0.772
        long    coalesced      256        1        1          512      8388608    90642368.028   8589934592 137438953472        0.095        1.516
        long    coalesced      256        1        1         1024      4194304    46370492.428   8589934592 137438953472        0.185        2.964
        long    coalesced      256        1        1         2048      2097152    24549343.827   8589934592 137438953472        0.350        5.598
        long    coalesced      256        1        1         4096      1048576    13093228.072   8589934592 137438953472        0.656       10.497
        long    coalesced      256        1        1         8192       524288     7671837.120   8589934592 137438953472        1.120       17.915
        long    coalesced      256        1        1        16384       262144     4813817.056   8589934592 137438953472        1.784       28.551
        long    coalesced      256        1        1        32768       131072     3409964.723   8589934592 137438953472        2.519       40.305
        long    coalesced      256        1        1        65536        65536     2711061.962   8589934592 137438953472        3.168       50.696
        long    coalesced      256        1        1       131072        32768     2363937.208   8589934592 137438953472        3.634       58.140
        long    coalesced      256        1        1       262144        16384     2189545.530   8589934592 137438953472        3.923       62.771
        long    coalesced      256        1        1       524288         8192     2102383.721   8589934592 137438953472        4.086       65.373
        long    coalesced      256        1        1      1048576         4096     2058466.762   8589934592 137438953472        4.173       66.768
        long    coalesced      256        1        1      2097152         2048     2036565.216   8589934592 137438953472        4.218       67.486
        long    coalesced      256        1        1      4194304         1024     2025717.269   8589934592 137438953472        4.240       67.847
        long    coalesced      256        1        1      8388608          512     2020267.131   8589934592 137438953472        4.252       68.030
        long    coalesced      256        1        1     16777216          256     2017471.833   8589934592 137438953472        4.258       68.124
        long    coalesced      256        1        1     33554432          128     2016172.030   8589934592 137438953472        4.261       68.168
        long    coalesced      256        1        1     67108864           64     2015462.501   8589934592 137438953472        4.262       68.192
        long    coalesced      256        1        1    134217728           32     2015027.792   8589934592 137438953472        4.263       68.207
        long    coalesced      256        1        1    268435456           16     2014845.038   8589934592 137438953472        4.263       68.213
        long    coalesced      256        1        1    536870912            8     2014794.930   8589934592 137438953472        4.263       68.215
        long    coalesced      256        1        1   1073741824            4     2014780.496   8589934592 137438953472        4.263       68.215
        long    coalesced      256        1        1   2147483648            2     2014729.024   8589934592 137438953472        4.264       68.217
        long    coalesced      256        1        1   4293918720            1     2014218.873   8587837440 137405399040        4.264       68.218
