        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
       float    coalesced       92       16        2          128     67108864    80571045.608  17179869184 197568495616        0.213        2.452
       float    coalesced       92       16        2          256     33554432    40285735.589  17179869184 197568495616        0.426        4.904
       float    coalesced       92       16        2          512     16777216    21821632.991  17179869184 197568495616        0.787        9.054
       float    coalesced       92       16        2         1024      8388608    10911104.258  17179869184 197568495616        1.575       18.107
       float    coalesced       92       16        2         2048      4194304     5951677.295  17179869184 197568495616        2.887       33.195
       float    coalesced       92       16        2         4096      2097152     3273684.274  17179869184 197568495616        5.248       60.351
       float    coalesced       92       16        2         8192      1048576     1848775.942  17179869184 197568495616        9.293      106.864
       float    coalesced       92       16        2        16384       524288     1221922.494  17179869184 197568495616       14.060      161.687
       float    coalesced       92       16        2        32768       262144      881706.380  17179869184 197568495616       19.485      224.075
       float    coalesced       92       16        2        65536       131072      720418.970  17179869184 197568495616       23.847      274.241
       float    coalesced       92       16        2       131072        65536      639767.300  17179869184 197568495616       26.853      308.813
       float    coalesced       92       16        2       262144        32768      597193.727  17179869184 197568495616       28.768      330.828
       float    coalesced       92       16        2       524288        16384      580749.714  17179869184 197568495616       29.582      340.196
       float    coalesced       92       16        2      1048576         8192      574286.560  17179869184 197568495616       29.915      344.024
       float    coalesced       92       16        2      2097152         4096      570726.061  17179869184 197568495616       30.102      346.170
       float    coalesced       92       16        2      4194304         2048      569070.142  17179869184 197568495616       30.189      347.178
       float    coalesced       92       16        2      8388608         1024      568270.191  17179869184 197568495616       30.232      347.666
       float    coalesced       92       16        2     16777216          512      567850.066  17179869184 197568495616       30.254      347.924
       float    coalesced       92       16        2     33554432          256      567623.499  17179869184 197568495616       30.266      348.063
       float    coalesced       92       16        2     67108864          128      567556.113  17179869184 197568495616       30.270      348.104
       float    coalesced       92       16        2    134217728           64      567465.314  17179869184 197568495616       30.275      348.160
       float    coalesced       92       16        2    268435456           32      567448.495  17179869184 197568495616       30.276      348.170
       float    coalesced       92       16        2    536870912           16      567474.167  17179869184 197568495616       30.274      348.154
       float    coalesced       92       16        2   1073741824            8      567427.831  17179869184 197568495616       30.277      348.183
       float    coalesced       92       16        2   2147483648            4      567439.411  17179869184 197568495616       30.276      348.175
       float    coalesced       92       16        2   4294967296            2      567467.606  17179869184 197568495616       30.275      348.158
       float    coalesced       92       16        2   8588886016            1     1122043.787  17177772032 197544378368       15.309      176.058
