        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
         int    coalesced       64        2        2           16     67108864   174569953.120   2147483648  17179869184        0.012        0.098
         int    coalesced       64        2        2           32     67108864   175820162.497   4294967296  34359738368        0.024        0.195
         int    coalesced       64        2        2           64     67108864   177962174.592   8589934592  68719476736        0.048        0.386
         int    coalesced       64        2        2          128     67108864   181080302.880  17179869184 137438953472        0.095        0.759
         int    coalesced       64        2        2          256     33554432    93519921.112  17179869184 137438953472        0.184        1.470
         int    coalesced       64        2        2          512     16777216    49098202.478  17179869184 137438953472        0.350        2.799
         int    coalesced       64        2        2         1024      8388608    26781019.856  17179869184 137438953472        0.641        5.132
         int    coalesced       64        2        2         2048      4194304    14729872.329  17179869184 137438953472        1.166        9.331
         int    coalesced       64        2        2         4096      2097152     8694814.173  17179869184 137438953472        1.976       15.807
         int    coalesced       64        2        2         8192      1048576     5666688.035  17179869184 137438953472        3.032       24.254
         int    coalesced       64        2        2        16384       524288     4151088.322  17179869184 137438953472        4.139       33.109
         int    coalesced       64        2        2        32768       262144     3409971.034  17179869184 137438953472        5.038       40.305
         int    coalesced       64        2        2        65536       131072     3069032.790  17179869184 137438953472        5.598       44.782
         int    coalesced       64        2        2       131072        65536     2833061.503  17179869184 137438953472        6.064       48.513
         int    coalesced       64        2        2       262144        32768     2737679.189  17179869184 137438953472        6.275       50.203
         int    coalesced       64        2        2       524288        16384     2690069.730  17179869184 137438953472        6.386       51.091
         int    coalesced       64        2        2      1048576         8192     2666333.927  17179869184 137438953472        6.443       51.546
         int    coalesced       64        2        2      2097152         4096     2654408.791  17179869184 137438953472        6.472       51.778
         int    coalesced       64        2        2      4194304         2048     2648619.561  17179869184 137438953472        6.486       51.891
         int    coalesced       64        2        2      8388608         1024     2645526.317  17179869184 137438953472        6.494       51.951
         int    coalesced       64        2        2     16777216          512     2644103.794  17179869184 137438953472        6.497       51.979
         int    coalesced       64        2        2     33554432          256     2643338.835  17179869184 137438953472        6.499       51.994
         int    coalesced       64        2        2     67108864          128     2643032.045  17179869184 137438953472        6.500       52.000
         int    coalesced       64        2        2    134217728           64     2642798.406  17179869184 137438953472        6.501       52.005
         int    coalesced       64        2        2    268435456           32     2642726.658  17179869184 137438953472        6.501       52.006
         int    coalesced       64        2        2    536870912           16     2642701.639  17179869184 137438953472        6.501       52.007
         int    coalesced       64        2        2   1073741824            8     2642636.904  17179869184 137438953472        6.501       52.008
         int    coalesced       64        2        2   2147483648            4     2642625.928  17179869184 137438953472        6.501       52.008
         int    coalesced       64        2        2   4294967296            2     2642618.585  17179869184 137438953472        6.501       52.009
         int    coalesced       64        2        2   8588886016            1     2642370.270  17177772032 137422176256        6.501       52.007
