        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
      double    coalesced      128        1        2           16     67108864   523709458.347   2147483648  17179869184        0.004        0.033
      double    coalesced      128        1        2           32     67108864   523709328.806   4294967296  34359738368        0.008        0.066
      double    coalesced      128        1        2           64     67108864   523708978.824   8589934592  68719476736        0.016        0.131
      double    coalesced      128        1        2          128     67108864   523708961.442  17179869184 137438953472        0.033        0.262
      double    coalesced      128        1        2          256     33554432   261854803.429  17179869184 137438953472        0.066        0.525
      double    coalesced      128        1        2          512     16777216   131453356.337  17179869184 137438953472        0.131        1.046
      double    coalesced      128        1        2         1024      8388608    68082554.525  17179869184 137438953472        0.252        2.019
      double    coalesced      128        1        2         2048      4194304    35578431.568  17179869184 137438953472        0.483        3.863
      double    coalesced      128        1        2         4096      2097152    19196585.424  17179869184 137438953472        0.895        7.160
      double    coalesced      128        1        2         8192      1048576    10992058.244  17179869184 137438953472        1.563       12.503
      double    coalesced      128        1        2        16384       524288     6913691.916  17179869184 137438953472        2.485       19.879
      double    coalesced      128        1        2        32768       262144     4869634.688  17179869184 137438953472        3.528       28.224
      double    coalesced      128        1        2        65536       131072     3846477.268  17179869184 137438953472        4.466       35.731
      double    coalesced      128        1        2       131072        65536     3332379.081  17179869184 137438953472        5.155       41.243
      double    coalesced      128        1        2       262144        32768     3076173.669  17179869184 137438953472        5.585       44.679
      double    coalesced      128        1        2       524288        16384     2948260.041  17179869184 137438953472        5.827       46.617
      double    coalesced      128        1        2      1048576         8192     2884373.184  17179869184 137438953472        5.956       47.650
      double    coalesced      128        1        2      2097152         4096     2852162.873  17179869184 137438953472        6.023       48.188
      double    coalesced      128        1        2      4194304         2048     2836143.577  17179869184 137438953472        6.057       48.460
      double    coalesced      128        1        2      8388608         1024     2828170.042  17179869184 137438953472        6.075       48.596
      double    coalesced      128        1        2     16777216          512     2824183.511  17179869184 137438953472        6.083       48.665
      double    coalesced      128        1        2     33554432          256     2822194.174  17179869184 137438953472        6.087       48.699
      double    coalesced      128        1        2     67108864          128     2821185.561  17179869184 137438953472        6.090       48.717
      double    coalesced      128        1        2    134217728           64     2820666.122  17179869184 137438953472        6.091       48.726
      double    coalesced      128        1        2    268435456           32     2820422.628  17179869184 137438953472        6.091       48.730
      double    coalesced      128        1        2    536870912           16     2820285.634  17179869184 137438953472        6.092       48.732
      double    coalesced      128        1        2   1073741824            8     2820238.751  17179869184 137438953472        6.092       48.733
      double    coalesced      128        1        2   2147483648            4     2820225.124  17179869184 137438953472        6.092       48.733
      double    coalesced      128        1        2   4294967296            2     2820211.356  17179869184 137438953472        6.092       48.734
      double    coalesced      128        1        2   8588886016            1     2819931.337  17177772032 137422176256        6.092       48.732
