        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
       float    coalesced      757        2        0            8      2097152    13296797.514     33554432   3175088128        0.003        0.239
       float    coalesced      757        2        0           16      1048576     6652870.392     33554432   3175088128        0.005        0.477
       float    coalesced      757        2        0           32       524288     3330954.936     33554432   3175088128        0.010        0.953
       float    coalesced      757        2        0           64       262144     1669977.244     33554432   3175088128        0.020        1.901
       float    coalesced      757        2        0          128       131072      839474.416     33554432   3175088128        0.040        3.782
       float    coalesced      757        2        0          256        65536      424204.443     33554432   3175088128        0.079        7.485
       float    coalesced      757        2        0          512        32768      216640.377     33554432   3175088128        0.155       14.656
       float    coalesced      757        2        0         1024        16384      112843.540     33554432   3175088128        0.297       28.137
       float    coalesced      757        2        0         2048         8192       60876.527     33554432   3175088128        0.551       52.156
       float    coalesced      757        2        0         4096         4096       35010.854     33554432   3175088128        0.958       90.689
       float    coalesced      757        2        0         8192         2048       21957.726     33554432   3175088128        1.528      144.600
       float    coalesced      757        2        0        16384         1024       15400.810     33554432   3175088128        2.179      206.164
       float    coalesced      757        2        0        32768         1024       24106.185     67108864   6350176256        2.784      263.425
       float    coalesced      757        2        0        65536         1024       41514.891    134217728  12700352512        3.233      305.923
       float    coalesced      757        2        0       131072         1024       76354.364    268435456  25400705024        3.516      332.669
       float    coalesced      757        2        0       262144         1024      146005.074    536870912  50801410048        3.677      347.943
       float    coalesced      757        2        0       524288         1024      285266.466   1073741824 101602820096        3.764      356.168
       float    coalesced      757        2        0      1048576         1024      563685.092   2147483648 203205640192        3.810      360.495
       float    coalesced      757        2        0      2097152         1024     1120654.990   4294967296 406411280384        3.833      362.655
       float    coalesced      757        2        0      4194304         1024     2234522.151   8589934592 812822560768        3.844      363.757
       float    coalesced      757        2        0      8388608         1024     4462257.309  17179869184 1625645121536        3.850      364.310
       float    coalesced      757        2        0     16777216         1024     8917573.955  34359738368 3251290243072        3.853      364.594
