        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
      double    coalesced      150        1        2           16     67108864   551272592.710   2147483648  20132659200        0.004        0.037
      double    coalesced      150        1        2           32     67108864   552804658.122   4294967296  40265318400        0.008        0.073
      double    coalesced      150        1        2           64     67108864   554516703.017   8589934592  80530636800        0.015        0.145
      double    coalesced      150        1        2          128     67108864   557912208.341  17179869184 161061273600        0.031        0.289
      double    coalesced      150        1        2          256     33554432   281997813.071  17179869184 161061273600        0.061        0.571
      double    coalesced      150        1        2          512     16777216   143573777.514  17179869184 161061273600        0.120        1.122
      double    coalesced      150        1        2         1024      8388608    73837430.380  17179869184 161061273600        0.233        2.181
      double    coalesced      150        1        2         2048      4194304    38243068.266  17179869184 161061273600        0.449        4.212
      double    coalesced      150        1        2         4096      2097152    20457942.135  17179869184 161061273600        0.840        7.873
      double    coalesced      150        1        2         8192      1048576    11593082.816  17179869184 161061273600        1.482       13.893
      double    coalesced      150        1        2        16384       524288     7151036.408  17179869184 161061273600        2.402       22.523
      double    coalesced      150        1        2        32768       262144     4895444.623  17179869184 161061273600        3.509       32.900
      double    coalesced      150        1        2        65536       131072     3778593.983  17179869184 161061273600        4.547       42.625
      double    coalesced      150        1        2       131072        65536     3222526.861  17179869184 161061273600        5.331       49.980
      double    coalesced      150        1        2       262144        32768     2942397.013  17179869184 161061273600        5.839       54.738
      double    coalesced      150        1        2       524288        16384     2803313.332  17179869184 161061273600        6.128       57.454
      double    coalesced      150        1        2      1048576         8192     2733504.964  17179869184 161061273600        6.285       58.921
      double    coalesced      150        1        2      2097152         4096     2698508.688  17179869184 161061273600        6.366       59.685
      double    coalesced      150        1        2      4194304         2048     2681104.495  17179869184 161061273600        6.408       60.073
      double    coalesced      150        1        2      8388608         1024     2672375.616  17179869184 161061273600        6.429       60.269
      double    coalesced      150        1        2     16777216          512     2667990.933  17179869184 161061273600        6.439       60.368
      double    coalesced      150        1        2     33554432          256     2665785.313  17179869184 161061273600        6.445       60.418
      double    coalesced      150        1        2     67108864          128     2664678.526  17179869184 161061273600        6.447       60.443
      double    coalesced      150        1        2    134217728           64     2664181.272  17179869184 161061273600        6.448       60.454
      double    coalesced      150        1        2    268435456           32     2663860.905  17179869184 161061273600        6.449       60.462
      double    coalesced      150        1        2    536870912           16     2663676.042  17179869184 161061273600        6.450       60.466
      double    coalesced      150        1        2   1073741824            8     2663705.910  17179869184 161061273600        6.450       60.465
      double    coalesced      150        1        2   2147483648            4     2663597.837  17179869184 161061273600        6.450       60.468
      double    coalesced      150        1        2   4294967296            2     2663619.898  17179869184 161061273600        6.450       60.467
      double    coalesced      150        1        2   8588886016            1     2663309.591  17177772032 161041612800        6.450       60.467
