        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
       float    coalesced      757        2        2           16     67108864   448894111.375   2147483648 203205640192        0.005        0.453
       float    coalesced      757        2        2           32     67108864   452136582.111   4294967296 406411280384        0.009        0.899
       float    coalesced      757        2        2           64     67108864   454068343.087   8589934592 812822560768        0.019        1.790
       float    coalesced      757        2        2          128     67108864   458245023.481  17179869184 1625645121536        0.037        3.548
       float    coalesced      757        2        2          256     33554432   231150358.979  17179869184 1625645121536        0.074        7.033
       float    coalesced      757        2        2          512     16777216   118458338.389  17179869184 1625645121536        0.145       13.723
       float    coalesced      757        2        2         1024      8388608    61372546.940  17179869184 1625645121536        0.280       26.488
       float    coalesced      757        2        2         2048      4194304    32732253.100  17179869184 1625645121536        0.525       49.665
       float    coalesced      757        2        2         4096      2097152    17457423.273  17179869184 1625645121536        0.984       93.121
       float    coalesced      757        2        2         8192      1048576    10138300.154  17179869184 1625645121536        1.695      160.347
       float    coalesced      757        2        2        16384       524288     6460754.244  17179869184 1625645121536        2.659      251.618
       float    coalesced      757        2        2        32768       262144     4603365.793  17179869184 1625645121536        3.732      353.143
       float    coalesced      757        2        2        65536       131072     3694189.779  17179869184 1625645121536        4.651      440.055
       float    coalesced      757        2        2       131072        65536     3239598.917  17179869184 1625645121536        5.303      501.804
       float    coalesced      757        2        2       262144        32768     3005183.576  17179869184 1625645121536        5.717      540.947
       float    coalesced      757        2        2       524288        16384     2888921.630  17179869184 1625645121536        5.947      562.717
       float    coalesced      757        2        2      1048576         8192     2831289.938  17179869184 1625645121536        6.068      574.171
       float    coalesced      757        2        2      2097152         4096     2802744.660  17179869184 1625645121536        6.130      580.019
       float    coalesced      757        2        2      4194304         2048     2787964.521  17179869184 1625645121536        6.162      583.094
       float    coalesced      757        2        2      8388608         1024     2780798.256  17179869184 1625645121536        6.178      584.597
       float    coalesced      757        2        2     16777216          512     2777201.168  17179869184 1625645121536        6.186      585.354
       float    coalesced      757        2        2     33554432          256     2775475.145  17179869184 1625645121536        6.190      585.718
       float    coalesced      757        2        2     67108864          128     2774406.495  17179869184 1625645121536        6.192      585.943
       float    coalesced      757        2        2    134217728           64     2773999.591  17179869184 1625645121536        6.193      586.029
       float    coalesced      757        2        2    268435456           32     2773733.578  17179869184 1625645121536        6.194      586.086
       float    coalesced      757        2        2    536870912           16     2773664.569  17179869184 1625645121536        6.194      586.100
       float    coalesced      757        2        2   1073741824            8     2773645.101  17179869184 1625645121536        6.194      586.104
       float    coalesced      757        2        2   2147483648            4     2773674.098  17179869184 1625645121536        6.194      586.098
       float    coalesced      757        2        2   4294967296            2     2773546.117  17179869184 1625645121536        6.194      586.125
       float    coalesced      757        2        2   8588886016            1     2773242.135  17177772032 1625446678528        6.194      586.118
