        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
        long    coalesced      170        1        2           16     67108864   471337976.062   2147483648  22817013760        0.005        0.048
        long    coalesced      170        1        2           32     67108864   476099562.377   4294967296  45634027520        0.009        0.096
        long    coalesced      170        1        2           64     67108864   476099391.772   8589934592  91268055040        0.018        0.192
        long    coalesced      170        1        2          128     67108864   478169324.818  17179869184 182536110080        0.036        0.382
        long    coalesced      170        1        2          256     33554432   243151132.639  17179869184 182536110080        0.071        0.751
        long    coalesced      170        1        2          512     16777216   123314764.892  17179869184 182536110080        0.139        1.480
        long    coalesced      170        1        2         1024      8388608    65464421.816  17179869184 182536110080        0.262        2.788
        long    coalesced      170        1        2         2048      4194304    33025010.255  17179869184 182536110080        0.520        5.527
        long    coalesced      170        1        2         4096      2097152    17854450.553  17179869184 182536110080        0.962       10.224
        long    coalesced      170        1        2         8192      1048576    10229447.882  17179869184 182536110080        1.679       17.844
        long    coalesced      170        1        2        16384       524288     6323827.956  17179869184 182536110080        2.717       28.865
        long    coalesced      170        1        2        32768       262144     4399901.715  17179869184 182536110080        3.905       41.486
        long    coalesced      170        1        2        65536       131072     3437505.374  17179869184 182536110080        4.998       53.101
        long    coalesced      170        1        2       131072        65536     2959522.819  17179869184 182536110080        5.805       61.678
        long    coalesced      170        1        2       262144        32768     2717708.638  17179869184 182536110080        6.321       67.165
        long    coalesced      170        1        2       524288        16384     2597769.709  17179869184 182536110080        6.613       70.266
        long    coalesced      170        1        2      1048576         8192     2537018.189  17179869184 182536110080        6.772       71.949
        long    coalesced      170        1        2      2097152         4096     2513459.511  17179869184 182536110080        6.835       72.623
        long    coalesced      170        1        2      4194304         2048     2492168.344  17179869184 182536110080        6.894       73.244
        long    coalesced      170        1        2      8388608         1024     2484607.790  17179869184 182536110080        6.915       73.467
        long    coalesced      170        1        2     16777216          512     2480770.210  17179869184 182536110080        6.925       73.580
        long    coalesced      170        1        2     33554432          256     2478933.694  17179869184 182536110080        6.930       73.635
        long    coalesced      170        1        2     67108864          128     2478095.597  17179869184 182536110080        6.933       73.660
        long    coalesced      170        1        2    134217728           64     2477402.762  17179869184 182536110080        6.935       73.680
        long    coalesced      170        1        2    268435456           32     2477341.277  17179869184 182536110080        6.935       73.682
        long    coalesced      170        1        2    536870912           16     2477240.595  17179869184 182536110080        6.935       73.685
        long    coalesced      170        1        2   1073741824            8     2477112.904  17179869184 182536110080        6.935       73.689
        long    coalesced      170        1        2   2147483648            4     2476951.258  17179869184 182536110080        6.936       73.694
        long    coalesced      170        1        2   4294967296            2     2477058.570  17179869184 182536110080        6.936       73.691
        long    coalesced      170        1        2   8588886016            1     2476694.923  17177772032 182513827840        6.936       73.692
