        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
         int    coalesced      256        1        1            4     16777216    32732148.483    134217728   4294967296        0.004        0.131
         int    coalesced      256        1        1            8     16777216    32732137.608    268435456   8589934592        0.008        0.262
         int    coalesced      256        1        1           16     16777216    32732165.078    536870912  17179869184        0.016        0.525
         int    coalesced      256        1        1           32     16777216    32732160.148   1073741824  34359738368        0.033        1.050
         int    coalesced      256        1        1           64     16777216    33944471.198   2147483648  68719476736        0.063        2.024
         int    coalesced      256        1        1          128     16777216    35707758.669   4294967296 137438953472        0.120        3.849
         int    coalesced      256        1        1          256     16777216    38508319.201   8589934592 274877906944        0.223        7.138
         int    coalesced      256        1        1          512      8388608    21821582.499   8589934592 274877906944        0.394       12.597
         int    coalesced      256        1        1         1024      4194304    12157868.063   8589934592 274877906944        0.707       22.609
         int    coalesced      256        1        1         2048      2097152     7752598.756   8589934592 274877906944        1.108       35.456
         int    coalesced      256        1        1         4096      1048576     5455686.896   8589934592 274877906944        1.574       50.384
         int    coalesced      256        1        1         8192       524288     4463774.174   8589934592 274877906944        1.924       61.580
         int    coalesced      256        1        1        16384       262144     3917226.675   8589934592 274877906944        2.193       70.172
         int    coalesced      256        1        1        32768       131072     3681816.475   8589934592 274877906944        2.333       74.658
         int    coalesced      256        1        1        65536        65536     3478121.805   8589934592 274877906944        2.470       79.031
         int    coalesced      256        1        1       131072        32768     3387544.484   8589934592 274877906944        2.536       81.144
         int    coalesced      256        1        1       262144        16384     3355053.201   8589934592 274877906944        2.560       81.930
         int    coalesced      256        1        1       524288         8192     3338957.928   8589934592 274877906944        2.573       82.324
         int    coalesced      256        1        1      1048576         4096     3330777.135   8589934592 274877906944        2.579       82.527
         int    coalesced      256        1        1      2097152         2048     3326413.919   8589934592 274877906944        2.582       82.635
         int    coalesced      256        1        1      4194304         1024     3324167.037   8589934592 274877906944        2.584       82.691
         int    coalesced      256        1        1      8388608          512     3322934.960   8589934592 274877906944        2.585       82.721
         int    coalesced      256        1        1     16777216          256     3322439.547   8589934592 274877906944        2.585       82.734
         int    coalesced      256        1        1     33554432          128     3322147.624   8589934592 274877906944        2.586       82.741
         int    coalesced      256        1        1     67108864           64     3322000.779   8589934592 274877906944        2.586       82.745
         int    coalesced      256        1        1    134217728           32     3321985.479   8589934592 274877906944        2.586       82.745
         int    coalesced      256        1        1    268435456           16     3321805.742   8589934592 274877906944        2.586       82.750
         int    coalesced      256        1        1    536870912            8     3321934.013   8589934592 274877906944        2.586       82.746
         int    coalesced      256        1        1   1073741824            4     3321932.599   8589934592 274877906944        2.586       82.746
         int    coalesced      256        1        1   2147483648            2     3321863.680   8589934592 274877906944        2.586       82.748
         int    coalesced      256        1        1   4293918720            1     3320987.682   8587837440 274810798080        2.586       82.750
