        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
         int    coalesced      505        1        2            8     16777216    67903909.603    268435456  16944988160        0.004        0.250
         int    coalesced      505        1        2           16     16777216    68310341.761    536870912  33889976320        0.008        0.496
         int    coalesced      505        1        2           32     16777216    68581370.082   1073741824  67779952640        0.016        0.988
         int    coalesced      505        1        2           64     16777216    69314870.835   2147483648 135559905280        0.031        1.956
         int    coalesced      505        1        2          128     16777216    70499734.003   4294967296 271119810560        0.061        3.846
         int    coalesced      505        1        2          256     16777216    72737786.135   8589934592 542239621120        0.118        7.455
         int    coalesced      505        1        2          512     16777216    76374645.918  17179869184 1084479242240        0.225       14.199
         int    coalesced      505        1        2         1024      8388608    40005988.810  17179869184 1084479242240        0.429       27.108
         int    coalesced      505        1        2         2048      4194304    21872039.126  17179869184 1084479242240        0.785       49.583
         int    coalesced      505        1        2         4096      2097152    13093211.384  17179869184 1084479242240        1.312       82.828
         int    coalesced      505        1        2         8192      1048576     8573060.751  17179869184 1084479242240        2.004      126.498
         int    coalesced      505        1        2        16384       524288     6298167.979  17179869184 1084479242240        2.728      172.190
         int    coalesced      505        1        2        32768       262144     5177149.037  17179869184 1084479242240        3.318      209.474
         int    coalesced      505        1        2        65536       131072     4605795.866  17179869184 1084479242240        3.730      235.460
         int    coalesced      505        1        2       131072        65536     4342796.393  17179869184 1084479242240        3.956      249.719
         int    coalesced      505        1        2       262144        32768     4196565.658  17179869184 1084479242240        4.094      258.421
         int    coalesced      505        1        2       524288        16384     4126210.150  17179869184 1084479242240        4.164      262.827
         int    coalesced      505        1        2      1048576         8192     4091864.808  17179869184 1084479242240        4.199      265.033
         int    coalesced      505        1        2      2097152         4096     4073236.318  17179869184 1084479242240        4.218      266.245
         int    coalesced      505        1        2      4194304         2048     4064458.762  17179869184 1084479242240        4.227      266.820
         int    coalesced      505        1        2      8388608         1024     4059964.259  17179869184 1084479242240        4.232      267.115
         int    coalesced      505        1        2     16777216          512     4057833.570  17179869184 1084479242240        4.234      267.256
         int    coalesced      505        1        2     33554432          256     4056704.452  17179869184 1084479242240        4.235      267.330
         int    coalesced      505        1        2     67108864          128     4056221.459  17179869184 1084479242240        4.235      267.362
         int    coalesced      505        1        2    134217728           64     4055928.471  17179869184 1084479242240        4.236      267.381
         int    coalesced      505        1        2    268435456           32     4055820.621  17179869184 1084479242240        4.236      267.388
         int    coalesced      505        1        2    536870912           16     4055776.482  17179869184 1084479242240        4.236      267.391
         int    coalesced      505        1        2   1073741824            8     4055626.971  17179869184 1084479242240        4.236      267.401
         int    coalesced      505        1        2   2147483648            4     4055620.447  17179869184 1084479242240        4.236      267.402
         int    coalesced      505        1        2   4294967296            2     4055711.348  17179869184 1084479242240        4.236      267.396
         int    coalesced      505        1        2   8588886016            1     4055209.372  17177772032 1084346859520        4.236      267.396
