        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
      double    coalesced      150        1        2           16     16777216   130927618.166    536870912   5033164800        0.004        0.038
      double    coalesced      150        1        2           32     16777216   130927564.632   1073741824  10066329600        0.008        0.077
      double    coalesced      150        1        2           64     16777216   130927613.575   2147483648  20132659200        0.016        0.154
      double    coalesced      150        1        2          128     16777216   130927625.584   4294967296  40265318400        0.033        0.308
      double    coalesced      150        1        2          256     16777216   130927636.515   8589934592  80530636800        0.066        0.615
      double    coalesced      150        1        2          512     16777216   132281512.515  17179869184 161061273600        0.130        1.218
      double    coalesced      150        1        2         1024      8388608    68068602.530  17179869184 161061273600        0.252        2.366
      double    coalesced      150        1        2         2048      4194304    35070220.668  17179869184 161061273600        0.490        4.593
      double    coalesced      150        1        2         4096      2097152    18617384.592  17179869184 161061273600        0.923        8.651
      double    coalesced      150        1        2         8192      1048576    10318051.921  17179869184 161061273600        1.665       15.610
      double    coalesced      150        1        2        16384       524288     6213405.934  17179869184 161061273600        2.765       25.922
      double    coalesced      150        1        2        32768       262144     4150450.976  17179869184 161061273600        4.139       38.806
      double    coalesced      150        1        2        65536       131072     3113766.604  17179869184 161061273600        5.517       51.726
      double    coalesced      150        1        2       131072        65536     2581100.375  17179869184 161061273600        6.656       62.400
      double    coalesced      150        1        2       262144        32768     2324095.709  17179869184 161061273600        7.392       69.301
      double    coalesced      150        1        2       524288        16384     2191381.127  17179869184 161061273600        7.840       73.498
      double    coalesced      150        1        2      1048576         8192     2127039.677  17179869184 161061273600        8.077       75.721
      double    coalesced      150        1        2      2097152         4096     2094289.075  17179869184 161061273600        8.203       76.905
      double    coalesced      150        1        2      4194304         2048     2077925.838  17179869184 161061273600        8.268       77.511
      double    coalesced      150        1        2      8388608         1024     2069992.406  17179869184 161061273600        8.299       77.808
      double    coalesced      150        1        2     16777216          512     2065879.743  17179869184 161061273600        8.316       77.963
      double    coalesced      150        1        2     33554432          256     2063867.740  17179869184 161061273600        8.324       78.039
      double    coalesced      150        1        2     67108864          128     2062837.050  17179869184 161061273600        8.328       78.078
      double    coalesced      150        1        2    134217728           64     2062357.145  17179869184 161061273600        8.330       78.096
      double    coalesced      150        1        2    268435456           32     2062050.588  17179869184 161061273600        8.331       78.107
      double    coalesced      150        1        2    536870912           16     2061916.992  17179869184 161061273600        8.332       78.112
      double    coalesced      150        1        2   1073741824            8     2061911.216  17179869184 161061273600        8.332       78.113
      double    coalesced      150        1        2   2147483648            4     2061837.727  17179869184 161061273600        8.332       78.115
      double    coalesced      150        1        2   4294967296            2     2061754.998  17179869184 161061273600        8.333       78.119
      double    coalesced      150        1        2   8588886016            1     2061528.650  17177772032 161041612800        8.333       78.118
