        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
       float    coalesced      128        2        1            8     16777216    23805115.152    268435456   4294967296        0.011        0.180
       float    coalesced      128        2        1           16     16777216    23805102.559    536870912   8589934592        0.023        0.361
       float    coalesced      128        2        1           32     16777216    23805111.801   1073741824  17179869184        0.045        0.722
       float    coalesced      128        2        1           64     16777216    24549014.695   2147483648  34359738368        0.087        1.400
       float    coalesced      128        2        1          128     16777216    26185567.815   4294967296  68719476736        0.164        2.624
       float    coalesced      128        2        1          256     16777216    27563753.544   8589934592 137438953472        0.312        4.986
       float    coalesced      128        2        1          512      8388608    15403372.038   8589934592 137438953472        0.558        8.923
       float    coalesced      128        2        1         1024      4194304     8553803.609   8589934592 137438953472        1.004       16.068
       float    coalesced      128        2        1         2048      2097152     5455427.918   8589934592 137438953472        1.575       25.193
       float    coalesced      128        2        1         4096      1048576     3507130.729   8589934592 137438953472        2.449       39.188
       float    coalesced      128        2        1         8192       524288     2727752.974   8589934592 137438953472        3.149       50.385
       float    coalesced      128        2        1        16384       262144     2250422.424   8589934592 137438953472        3.817       61.073
       float    coalesced      128        2        1        32768       131072     2045867.796   8589934592 137438953472        4.199       67.179
       float    coalesced      128        2        1        65536        65536     1937970.394   8589934592 137438953472        4.432       70.919
       float    coalesced      128        2        1       131072        32768     1880771.229   8589934592 137438953472        4.567       73.076
       float    coalesced      128        2        1       262144        16384     1855043.407   8589934592 137438953472        4.631       74.089
       float    coalesced      128        2        1       524288         8192     1837937.052   8589934592 137438953472        4.674       74.779
       float    coalesced      128        2        1      1048576         4096     1830311.231   8589934592 137438953472        4.693       75.090
       float    coalesced      128        2        1      2097152         2048     1825899.238   8589934592 137438953472        4.704       75.272
       float    coalesced      128        2        1      4194304         1024     1823847.425   8589934592 137438953472        4.710       75.357
       float    coalesced      128        2        1      8388608          512     1822424.777   8589934592 137438953472        4.713       75.415
       float    coalesced      128        2        1     16777216          256     1821714.395   8589934592 137438953472        4.715       75.445
       float    coalesced      128        2        1     33554432          128     1820864.797   8589934592 137438953472        4.718       75.480
       float    coalesced      128        2        1     67108864           64     1819961.177   8589934592 137438953472        4.720       75.518
       float    coalesced      128        2        1    134217728           32     1819937.305   8589934592 137438953472        4.720       75.519
       float    coalesced      128        2        1    268435456           16     1819428.402   8589934592 137438953472        4.721       75.540
       float    coalesced      128        2        1    536870912            8     1819145.673   8589934592 137438953472        4.722       75.551
       float    coalesced      128        2        1   1073741824            4     1818856.306   8589934592 137438953472        4.723       75.563
       float    coalesced      128        2        1   2147483648            2     1818907.051   8589934592 137438953472        4.723       75.561
       float    coalesced      128        2        1   4293918720            1     1818378.435   8587837440 137405399040        4.723       75.565
