        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
         int    coalesced       64        4        2           32     16777216    14547911.635   1073741824   8589934592        0.074        0.590
         int    coalesced       64        4        2           64     16777216    14547856.996   2147483648  17179869184        0.148        1.181
         int    coalesced       64        4        2          128     16777216    14547878.952   4294967296  34359738368        0.295        2.362
         int    coalesced       64        4        2          256     16777216    15261684.287   8589934592  68719476736        0.563        4.503
         int    coalesced       64        4        2          512     16777216    16485047.045  17179869184 137438953472        1.042        8.337
         int    coalesced       64        4        2         1024      8388608     9352329.433  17179869184 137438953472        1.837       14.696
         int    coalesced       64        4        2         2048      4194304     5455730.528  17179869184 137438953472        3.149       25.192
         int    coalesced       64        4        2         4096      2097152     3273609.985  17179869184 137438953472        5.248       41.984
         int    coalesced       64        4        2         8192      1048576     2121914.242  17179869184 137438953472        8.096       64.771
         int    coalesced       64        4        2        16384       524288     1586811.880  17179869184 137438953472       10.827       86.613
         int    coalesced       64        4        2        32768       262144     1302881.589  17179869184 137438953472       13.186      105.488
         int    coalesced       64        4        2        65536       131072     1151070.070  17179869184 137438953472       14.925      119.401
         int    coalesced       64        4        2       131072        65536     1087605.221  17179869184 137438953472       15.796      126.368
         int    coalesced       64        4        2       262144        32768     1054931.588  17179869184 137438953472       16.285      130.282
         int    coalesced       64        4        2       524288        16384     1037602.771  17179869184 137438953472       16.557      132.458
         int    coalesced       64        4        2      1048576         8192     1029130.964  17179869184 137438953472       16.694      133.549
         int    coalesced       64        4        2      2097152         4096     1024818.249  17179869184 137438953472       16.764      134.111
         int    coalesced       64        4        2      4194304         2048     1023204.079  17179869184 137438953472       16.790      134.322
         int    coalesced       64        4        2      8388608         1024     1023177.817  17179869184 137438953472       16.791      134.326
         int    coalesced       64        4        2     16777216          512     1022883.257  17179869184 137438953472       16.796      134.364
         int    coalesced       64        4        2     33554432          256     1022538.711  17179869184 137438953472       16.801      134.410
         int    coalesced       64        4        2     67108864          128     1022342.736  17179869184 137438953472       16.804      134.435
         int    coalesced       64        4        2    134217728           64     1022292.101  17179869184 137438953472       16.805      134.442
         int    coalesced       64        4        2    268435456           32     1022253.636  17179869184 137438953472       16.806      134.447
         int    coalesced       64        4        2    536870912           16     1022227.964  17179869184 137438953472       16.806      134.450
         int    coalesced       64        4        2   1073741824            8     1022230.296  17179869184 137438953472       16.806      134.450
         int    coalesced       64        4        2   2147483648            4     1022310.884  17179869184 137438953472       16.805      134.439
         int    coalesced       64        4        2   4294967296            2     1022240.165  17179869184 137438953472       16.806      134.449
         int    coalesced       64        4        2   8588886016            1     1022094.238  17177772032 137422176256       16.806      134.452
