        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
         int    coalesced       64        1        2            8     16777216    13093218.318    268435456   2147483648        0.021        0.164
         int    coalesced       64        1        2           16     16777216    13093089.630    536870912   4294967296        0.041        0.328
         int    coalesced       64        1        2           32     16777216    13093143.130   1073741824   8589934592        0.082        0.656
         int    coalesced       64        1        2           64     16777216    13782241.981   2147483648  17179869184        0.156        1.247
         int    coalesced       64        1        2          128     16777216    14782548.177   4294967296  34359738368        0.291        2.324
         int    coalesced       64        1        2          256     16777216    16366345.011   8589934592  68719476736        0.525        4.199
         int    coalesced       64        1        2          512     16777216    19397011.770  17179869184 137438953472        0.886        7.086
         int    coalesced       64        1        2         1024      8388608    11483370.775  17179869184 137438953472        1.496       11.969
         int    coalesced       64        1        2         2048      4194304     7553902.569  17179869184 137438953472        2.274       18.194
         int    coalesced       64        1        2         4096      2097152     5560446.197  17179869184 137438953472        3.090       24.717
         int    coalesced       64        1        2         8192      1048576     4588734.923  17179869184 137438953472        3.744       29.951
         int    coalesced       64        1        2        16384       524288     4091859.838  17179869184 137438953472        4.199       33.588
         int    coalesced       64        1        2        32768       262144     3849577.618  17179869184 137438953472        4.463       35.702
         int    coalesced       64        1        2        65536       131072     3726629.979  17179869184 137438953472        4.610       36.880
         int    coalesced       64        1        2       131072        65536     3665714.737  17179869184 137438953472        4.687       37.493
         int    coalesced       64        1        2       262144        32768     3635844.521  17179869184 137438953472        4.725       37.801
         int    coalesced       64        1        2       524288        16384     3620052.068  17179869184 137438953472        4.746       37.966
         int    coalesced       64        1        2      1048576         8192     3612556.150  17179869184 137438953472        4.756       38.045
         int    coalesced       64        1        2      2097152         4096     3608613.376  17179869184 137438953472        4.761       38.086
         int    coalesced       64        1        2      4194304         2048     3606682.057  17179869184 137438953472        4.763       38.107
         int    coalesced       64        1        2      8388608         1024     3605786.401  17179869184 137438953472        4.765       38.116
         int    coalesced       64        1        2     16777216          512     3605310.654  17179869184 137438953472        4.765       38.121
         int    coalesced       64        1        2     33554432          256     3605185.357  17179869184 137438953472        4.765       38.123
         int    coalesced       64        1        2     67108864          128     3604937.087  17179869184 137438953472        4.766       38.125
         int    coalesced       64        1        2    134217728           64     3604840.102  17179869184 137438953472        4.766       38.126
         int    coalesced       64        1        2    268435456           32     3604967.301  17179869184 137438953472        4.766       38.125
         int    coalesced       64        1        2    536870912           16     3604805.733  17179869184 137438953472        4.766       38.127
         int    coalesced       64        1        2   1073741824            8     3604813.110  17179869184 137438953472        4.766       38.127
         int    coalesced       64        1        2   2147483648            4     3604750.971  17179869184 137438953472        4.766       38.127
         int    coalesced       64        1        2   4294967296            2     3604787.143  17179869184 137438953472        4.766       38.127
         int    coalesced       64        1        2   8588886016            1     3604400.893  17177772032 137422176256        4.766       38.126
