        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
         int    coalesced     1010        1        1            4     16777216   124381094.774    134217728  16944988160        0.001        0.136
         int    coalesced     1010        1        1            8     16777216   124692824.145    268435456  33889976320        0.002        0.272
         int    coalesced     1010        1        1           16     16777216   130927398.358    536870912  67779952640        0.004        0.518
         int    coalesced     1010        1        1           32     16777216   130927448.556   1073741824 135559905280        0.008        1.035
         int    coalesced     1010        1        1           64     16777216   130927501.304   2147483648 271119810560        0.016        2.071
         int    coalesced     1010        1        1          128     16777216   130927451.723   4294967296 542239621120        0.033        4.142
         int    coalesced     1010        1        1          256     16777216   131872117.567   8589934592 1084479242240        0.065        8.224
         int    coalesced     1010        1        1          512      8388608    67888527.142   8589934592 1084479242240        0.127       15.974
         int    coalesced     1010        1        1         1024      4194304    35899737.997   8589934592 1084479242240        0.239       30.209
         int    coalesced     1010        1        1         2048      2097152    19873270.782   8589934592 1084479242240        0.432       54.570
         int    coalesced     1010        1        1         4096      1048576    11820169.198   8589934592 1084479242240        0.727       91.748
         int    coalesced     1010        1        1         8192       524288     7855975.499   8589934592 1084479242240        1.093      138.045
         int    coalesced     1010        1        1        16384       262144     5822833.799   8589934592 1084479242240        1.475      186.246
         int    coalesced     1010        1        1        32768       131072     4859030.956   8589934592 1084479242240        1.768      223.188
         int    coalesced     1010        1        1        65536        65536     4347553.777   8589934592 1084479242240        1.976      249.446
         int    coalesced     1010        1        1       131072        32768     4091853.839   8589934592 1084479242240        2.099      265.034
         int    coalesced     1010        1        1       262144        16384     3963964.430   8589934592 1084479242240        2.167      273.585
         int    coalesced     1010        1        1       524288         8192     3912821.319   8589934592 1084479242240        2.195      277.160
         int    coalesced     1010        1        1      1048576         4096     3880840.881   8589934592 1084479242240        2.213      279.444
         int    coalesced     1010        1        1      2097152         2048     3866841.077   8589934592 1084479242240        2.221      280.456
         int    coalesced     1010        1        1      4194304         1024     3858461.818   8589934592 1084479242240        2.226      281.065
         int    coalesced     1010        1        1      8388608          512     3855092.493   8589934592 1084479242240        2.228      281.311
         int    coalesced     1010        1        1     16777216          256     3853112.007   8589934592 1084479242240        2.229      281.455
         int    coalesced     1010        1        1     33554432          128     3852100.338   8589934592 1084479242240        2.230      281.529
         int    coalesced     1010        1        1     67108864           64     3851607.206   8589934592 1084479242240        2.230      281.565
         int    coalesced     1010        1        1    134217728           32     3851353.646   8589934592 1084479242240        2.230      281.584
         int    coalesced     1010        1        1    268435456           16     3851240.077   8589934592 1084479242240        2.230      281.592
         int    coalesced     1010        1        1    536870912            8     3851245.512   8589934592 1084479242240        2.230      281.592
         int    coalesced     1010        1        1   1073741824            4     3851141.518   8589934592 1084479242240        2.230      281.599
         int    coalesced     1010        1        1   2147483648            2     3851179.174   8589934592 1084479242240        2.230      281.597
         int    coalesced     1010        1        1   4293918720            1     3850236.171   8587837440 1084214476800        2.230      281.597
