        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
        long    coalesced      107        2        2           32     16777216    23805403.251   1073741824   7180648448        0.045        0.302
        long    coalesced      107        2        2           64     16777216    23805421.039   2147483648  14361296896        0.090        0.603
        long    coalesced      107        2        2          128     16777216    24549358.478   4294967296  28722593792        0.175        1.170
        long    coalesced      107        2        2          256     16777216    25341206.454   8589934592  57445187584        0.339        2.267
        long    coalesced      107        2        2          512     16777216    26642324.199  17179869184 114890375168        0.645        4.312
        long    coalesced      107        2        2         1024      8388608    14547913.971  17179869184 114890375168        1.181        7.897
        long    coalesced      107        2        2         2048      4194304     8183416.274  17179869184 114890375168        2.099       14.039
        long    coalesced      107        2        2         4096      2097152     4676405.842  17179869184 114890375168        3.674       24.568
        long    coalesced      107        2        2         8192      1048576     2758816.453  17179869184 114890375168        6.227       41.645
        long    coalesced      107        2        2        16384       524288     2046173.237  17179869184 114890375168        8.396       56.149
        long    coalesced      107        2        2        32768       262144     1534679.399  17179869184 114890375168       11.194       74.863
        long    coalesced      107        2        2        65536       131072     1316968.774  17179869184 114890375168       13.045       87.238
        long    coalesced      107        2        2       131072        65536     1207450.517  17179869184 114890375168       14.228       95.151
        long    coalesced      107        2        2       262144        32768     1151138.271  17179869184 114890375168       14.924       99.806
        long    coalesced      107        2        2       524288        16384     1125866.588  17179869184 114890375168       15.259      102.046
        long    coalesced      107        2        2      1048576         8192     1111473.970  17179869184 114890375168       15.457      103.368
        long    coalesced      107        2        2      2097152         4096     1104697.677  17179869184 114890375168       15.552      104.002
        long    coalesced      107        2        2      4194304         2048     1101240.970  17179869184 114890375168       15.600      104.328
        long    coalesced      107        2        2      8388608         1024     1099544.989  17179869184 114890375168       15.625      104.489
        long    coalesced      107        2        2     16777216          512     1098675.930  17179869184 114890375168       15.637      104.572
        long    coalesced      107        2        2     33554432          256     1098201.771  17179869184 114890375168       15.644      104.617
        long    coalesced      107        2        2     67108864          128     1097937.177  17179869184 114890375168       15.647      104.642
        long    coalesced      107        2        2    134217728           64     1097914.077  17179869184 114890375168       15.648      104.644
        long    coalesced      107        2        2    268435456           32     1097808.387  17179869184 114890375168       15.649      104.654
        long    coalesced      107        2        2    536870912           16     1097773.084  17179869184 114890375168       15.650      104.658
        long    coalesced      107        2        2   1073741824            8     1097739.464  17179869184 114890375168       15.650      104.661
        long    coalesced      107        2        2   2147483648            4     1097797.204  17179869184 114890375168       15.649      104.655
        long    coalesced      107        2        2   4294967296            2     1097736.708  17179869184 114890375168       15.650      104.661
        long    coalesced      107        2        2   8588886016            1     1097679.783  17177772032 114876350464       15.649      104.654
