        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
      double    coalesced      317        1        1            8     16777216   302573184.012    268435456   5318377472        0.001        0.018
      double    coalesced      317        1        1           16     16777216   302769456.389    536870912  10636754944        0.002        0.035
      double    coalesced      317        1        1           32     16777216   303200151.339   1073741824  21273509888        0.004        0.070
      double    coalesced      317        1        1           64     16777216   305497167.857   2147483648  42547019776        0.007        0.139
      double    coalesced      317        1        1          128     16777216   305590262.703   4294967296  85094039552        0.014        0.278
      double    coalesced      317        1        1          256     16777216   308064310.907   8589934592 170188079104        0.028        0.552
      double    coalesced      317        1        1          512      8388608   156105846.038   8589934592 170188079104        0.055        1.090
      double    coalesced      317        1        1         1024      4194304    79245738.506   8589934592 170188079104        0.108        2.148
      double    coalesced      317        1        1         2048      2097152    40915108.322   8589934592 170188079104        0.210        4.160
      double    coalesced      317        1        1         4096      1048576    21573610.776   8589934592 170188079104        0.398        7.889
      double    coalesced      317        1        1         8192       524288    11960072.623   8589934592 170188079104        0.718       14.230
      double    coalesced      317        1        1        16384       262144     7160419.579   8589934592 170188079104        1.200       23.768
      double    coalesced      317        1        1        32768       131072     4734825.468   8589934592 170188079104        1.814       35.944
      double    coalesced      317        1        1        65536        65536     3526568.767   8589934592 170188079104        2.436       48.259
      double    coalesced      317        1        1       131072        32768     2922804.373   8589934592 170188079104        2.939       58.228
      double    coalesced      317        1        1       262144        16384     2621451.582   8589934592 170188079104        3.277       64.921
      double    coalesced      317        1        1       524288         8192     2470059.653   8589934592 170188079104        3.478       68.900
      double    coalesced      317        1        1      1048576         4096     2394428.289   8589934592 170188079104        3.587       71.077
      double    coalesced      317        1        1      2097152         2048     2356546.113   8589934592 170188079104        3.645       72.219
      double    coalesced      317        1        1      4194304         1024     2337710.268   8589934592 170188079104        3.675       72.801
      double    coalesced      317        1        1      8388608          512     2328311.430   8589934592 170188079104        3.689       73.095
      double    coalesced      317        1        1     16777216          256     2323540.348   8589934592 170188079104        3.697       73.245
      double    coalesced      317        1        1     33554432          128     2321155.325   8589934592 170188079104        3.701       73.320
      double    coalesced      317        1        1     67108864           64     2320051.473   8589934592 170188079104        3.702       73.355
      double    coalesced      317        1        1    134217728           32     2319467.305   8589934592 170188079104        3.703       73.374
      double    coalesced      317        1        1    268435456           16     2319128.320   8589934592 170188079104        3.704       73.385
      double    coalesced      317        1        1    536870912            8     2319005.503   8589934592 170188079104        3.704       73.388
      double    coalesced      317        1        1   1073741824            4     2318888.556   8589934592 170188079104        3.704       73.392
      double    coalesced      317        1        1   2147483648            2     2318925.933   8589934592 170188079104        3.704       73.391
      double    coalesced      317        1        1   4293918720            1     2318306.509   8587837440 170146529280        3.704       73.393
