swi,1,coalesced,1024,1,signed char,0,1518,88029,427200
swi,1,coalesced,128,16,float,1024,1518,114423,427200
swi,1,coalesced,128,16,signed char,896,1518,77469,427200
swi,1,coalesced,128,1,double,0,1518,181827,427200
swi,1,coalesced,128,1,float,128,1518,76639,427200
swi,1,coalesced,128,1,int,0,1518,75642,427200
swi,1,coalesced,128,1,long,0,1518,89819,427200
swi,1,coalesced,128,1,signed char,0,1518,70247,427200
swi,1,coalesced,128,21,float,1408,1518,124644,427200
swi,1,coalesced,128,2,long,0,1518,89732,427200
swi,1,coalesced,128,2,signed char,0,1518,70203,427200
swi,1,coalesced,128,4,signed char,128,1518,71246,427200
swi,1,coalesced,128,7,int,768,1518,95156,427200
swi,1,coalesced,128,8,signed char,384,1518,73489,427200
swi,1,coalesced,12,1,float,12,1518,71824,427200
swi,1,coalesced,16,128,float,1024,1518,106514,427200
swi,1,coalesced,16,128,signed char,1008,1518,70443,427200
swi,1,coalesced,16,15,double,448,1518,266321,427200
swi,1,coalesced,16,16,double,448,1518,266276,427200
swi,1,coalesced,16,16,float,128,1518,67234,427200
swi,1,coalesced,16,16,int,224,1518,68139,427200
swi,1,coalesced,16,16,long,672,1518,87167,427200
swi,1,coalesced,16,16,signed char,112,1518,63479,427200
swi,1,coalesced,16,186,float,1488,1518,126501,427200
swi,1,coalesced,16,187,float,1504,1518,125504,427200
swi,1,coalesced,16,1,float,16,1518,64206,427200
swi,1,coalesced,16,1,int,0,1518,64102,427200
swi,1,coalesced,16,1,long,0,1518,71853,427200
swi,1,coalesced,16,1,signed char,0,1518,62569,427200
swi,1,coalesced,16,27,long,1248,1518,100467,427200
swi,1,coalesced,16,2,float,16,1518,62662,427200
swi,1,coalesced,16,2,int,0,1518,62548,427200
swi,1,coalesced,16,2,signed char,0,1518,62531,427200
swi,1,coalesced,16,32,float,256,1518,72591,427200
swi,1,coalesced,16,32,int,480,1518,74946,427200
swi,1,coalesced,16,32,signed char,240,1518,64334,427200
swi,1,coalesced,16,4,float,32,1518,63216,427200
swi,1,coalesced,16,4,int,32,1518,63324,427200
swi,1,coalesced,16,4,signed char,16,1518,62704,427200
swi,1,coalesced,16,63,int,992,1518,90707,427200
swi,1,coalesced,16,64,float,512,1518,83832,427200
swi,1,coalesced,16,64,signed char,496,1518,66467,427200
swi,1,coalesced,16,8,float,64,1518,64752,427200
swi,1,coalesced,16,8,int,96,1518,65040,427200
swi,1,coalesced,16,8,signed char,48,1518,62938,427200
swi,1,coalesced,1,1010,int,1008,1518,105278,427200
swi,1,coalesced,1,1024,float,512,1518,98769,427200
swi,1,coalesced,1,1024,signed char,511,1518,66921,427200
swi,1,coalesced,1,128,double,252,1518,176746,427200
swi,1,coalesced,1,128,float,64,1518,67071,427200
swi,1,coalesced,1,128,int,126,1518,69303,427200
swi,1,coalesced,1,128,long,378,1518,74472,427200
swi,1,coalesced,1,128,signed char,63,1518,63239,427200
swi,1,coalesced,1,16,double,28,1518,74612,427200
swi,1,coalesced,1,16,float,8,1518,62995,427200
swi,1,coalesced,1,16,int,14,1518,64710,427200
swi,1,coalesced,1,16,long,42,1518,63758,427200
swi,1,coalesced,1,16,signed char,7,1518,62782,427200
swi,1,coalesced,1,1,double,0,1518,64885,427200
swi,1,coalesced,1,1,float,1,1518,64223,427200
swi,1,coalesced,1,1,int,0,1518,64173,427200
swi,1,coalesced,1,1,long,0,1518,64178,427200
swi,1,coalesced,1,1,signed char,0,1518,62637,427200
swi,1,coalesced,1,2048,float,1024,1518,136277,427200
swi,1,coalesced,1,2048,signed char,1023,1518,71312,427200
swi,1,coalesced,1,216,long,642,1518,85051,427200
swi,1,coalesced,1,220,long,654,1518,85448,427200
swi,1,coalesced,1,2304,signed char,1151,1518,72381,427200
swi,1,coalesced,1,236,long,702,1518,87055,427200
swi,1,coalesced,1,2560,signed char,1279,1518,73459,427200
swi,1,coalesced,1,256,double,508,1518,284905,427200
swi,1,coalesced,1,256,float,128,1518,71719,427200
swi,1,coalesced,1,256,int,254,1518,74571,427200
swi,1,coalesced,1,256,long,762,1518,88895,427200
swi,1,coalesced,1,256,signed char,127,1518,63854,427200
swi,1,coalesced,1,2816,signed char,1407,1518,74458,427200
swi,1,coalesced,1,2944,signed char,1471,1518,75653,427200
swi,1,coalesced,1,2,double,0,1518,63255,427200
swi,1,coalesced,1,2,float,1,1518,62603,427200
swi,1,coalesced,1,2,int,0,1518,64303,427200
swi,1,coalesced,1,2,long,0,1518,62561,427200
swi,1,coalesced,1,2,signed char,0,1518,62642,427200
swi,1,coalesced,1,3008,signed char,1503,1518,76009,427200
swi,1,coalesced,1,3024,signed char,1511,1518,75979,427200
swi,1,coalesced,1,3028,signed char,1513,1518,76040,427200
swi,1,coalesced,1,3030,float,1515,1518,170486,427200
swi,1,coalesced,1,3031,float,1516,1518,170595,427200
swi,1,coalesced,1,3032,float,1516,1518,170546,427200
swi,1,coalesced,1,3032,signed char,1515,1518,76009,427200
swi,1,coalesced,1,3033,float,1517,1518,170700,427200
swi,1,coalesced,1,3036,signed char,1517,1518,76133,427200
swi,1,coalesced,1,314,double,624,1518,339398,427200
swi,1,coalesced,1,315,double,628,1518,342987,427200
swi,1,coalesced,1,317,double,632,1518,346528,427200
