        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
       float    coalesced      128        4        1           16     16777216    21821408.666    536870912   8589934592        0.025        0.394
       float    coalesced      128        4        1           32     16777216    21821292.562   1073741824  17179869184        0.049        0.787
       float    coalesced      128        4        1           64     16777216    22191168.531   2147483648  34359738368        0.097        1.548
       float    coalesced      128        4        1          128     16777216    22770081.308   4294967296  68719476736        0.189        3.018
       float    coalesced      128        4        1          256     16777216    23972711.055   8589934592 137438953472        0.358        5.733
       float    coalesced      128        4        1          512      8388608    13092858.587   8589934592 137438953472        0.656       10.497
       float    coalesced      128        4        1         1024      4194304     7115754.534   8589934592 137438953472        1.207       19.315
       float    coalesced      128        4        1         2048      2097152     4091580.504   8589934592 137438953472        2.099       33.591
       float    coalesced      128        4        1         4096      1048576     2455009.876   8589934592 137438953472        3.499       55.983
       float    coalesced      128        4        1         8192       524288     1636653.432   8589934592 137438953472        5.248       83.976
       float    coalesced      128        4        1        16384       262144     1258994.484   8589934592 137438953472        6.823      109.166
       float    coalesced      128        4        1        32768       131072     1022951.757   8589934592 137438953472        8.397      134.355
       float    coalesced      128        4        1        65536        65536      963198.320   8589934592 137438953472        8.918      142.690
       float    coalesced      128        4        1       131072        32768      913426.365   8589934592 137438953472        9.404      150.465
       float    coalesced      128        4        1       262144        16384      887075.276   8589934592 137438953472        9.683      154.935
       float    coalesced      128        4        1       524288         8192      873760.575   8589934592 137438953472        9.831      157.296
       float    coalesced      128        4        1      1048576         4096      867687.905   8589934592 137438953472        9.900      158.397
       float    coalesced      128        4        1      2097152         2048      864473.344   8589934592 137438953472        9.937      158.986
       float    coalesced      128        4        1      4194304         1024      863157.524   8589934592 137438953472        9.952      159.228
       float    coalesced      128        4        1      8388608          512      862232.920   8589934592 137438953472        9.962      159.399
       float    coalesced      128        4        1     16777216          256      861901.236   8589934592 137438953472        9.966      159.460
       float    coalesced      128        4        1     33554432          128      861695.824   8589934592 137438953472        9.969      159.498
       float    coalesced      128        4        1     67108864           64      861630.016   8589934592 137438953472        9.969      159.510
       float    coalesced      128        4        1    134217728           32      861547.260   8589934592 137438953472        9.970      159.526
       float    coalesced      128        4        1    268435456           16      861544.241   8589934592 137438953472        9.970      159.526
       float    coalesced      128        4        1    536870912            8      861510.105   8589934592 137438953472        9.971      159.533
       float    coalesced      128        4        1   1073741824            4      861502.865   8589934592 137438953472        9.971      159.534
       float    coalesced      128        4        1   2147483648            2      861473.272   8589934592 137438953472        9.971      159.539
       float    coalesced      128        4        1   4293918720            1      861276.219   8587837440 137405399040        9.971      159.537
