        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
        long    coalesced      150        1        2           16     16777216    28056320.951    536870912   5033164800        0.019        0.179
        long    coalesced      150        1        2           32     16777216    28056282.025   1073741824  10066329600        0.038        0.359
        long    coalesced      150        1        2           64     16777216    29095369.062   2147483648  20132659200        0.074        0.692
        long    coalesced      150        1        2          128     16777216    29095355.694   4294967296  40265318400        0.148        1.384
        long    coalesced      150        1        2          256     16777216    30214441.409   8589934592  80530636800        0.284        2.665
        long    coalesced      150        1        2          512     16777216    32732242.095  17179869184 161061273600        0.525        4.921
        long    coalesced      150        1        2         1024      8388608    17723639.437  17179869184 161061273600        0.969        9.087
        long    coalesced      150        1        2         2048      4194304    10011085.706  17179869184 161061273600        1.716       16.088
        long    coalesced      150        1        2         4096      2097152     5845452.372  17179869184 161061273600        2.939       27.553
        long    coalesced      150        1        2         8192      1048576     4091850.067  17179869184 161061273600        4.199       39.361
        long    coalesced      150        1        2        16384       524288     2968598.357  17179869184 161061273600        5.787       54.255
        long    coalesced      150        1        2        32768       262144     2490499.689  17179869184 161061273600        6.898       64.670
        long    coalesced      150        1        2        65536       131072     2253555.601  17179869184 161061273600        7.623       71.470
        long    coalesced      150        1        2       131072        65536     2134092.426  17179869184 161061273600        8.050       75.471
        long    coalesced      150        1        2       262144        32768     2075395.039  17179869184 161061273600        8.278       77.605
        long    coalesced      150        1        2       524288        16384     2046140.186  17179869184 161061273600        8.396       78.715
        long    coalesced      150        1        2      1048576         8192     2031334.636  17179869184 161061273600        8.457       79.288
        long    coalesced      150        1        2      2097152         4096     2023958.766  17179869184 161061273600        8.488       79.577
        long    coalesced      150        1        2      4194304         2048     2020150.831  17179869184 161061273600        8.504       79.727
        long    coalesced      150        1        2      8388608         1024     2018318.651  17179869184 161061273600        8.512       79.800
        long    coalesced      150        1        2     16777216          512     2017548.532  17179869184 161061273600        8.515       79.830
        long    coalesced      150        1        2     33554432          256     2016926.251  17179869184 161061273600        8.518       79.855
        long    coalesced      150        1        2     67108864          128     2016855.028  17179869184 161061273600        8.518       79.858
        long    coalesced      150        1        2    134217728           64     2016629.876  17179869184 161061273600        8.519       79.867
        long    coalesced      150        1        2    268435456           32     2016700.258  17179869184 161061273600        8.519       79.864
        long    coalesced      150        1        2    536870912           16     2016504.448  17179869184 161061273600        8.520       79.872
        long    coalesced      150        1        2   1073741824            8     2016589.539  17179869184 161061273600        8.519       79.868
        long    coalesced      150        1        2   2147483648            4     2016551.998  17179869184 161061273600        8.519       79.870
        long    coalesced      150        1        2   4294967296            2     2016650.201  17179869184 161061273600        8.519       79.866
        long    coalesced      150        1        2   8588886016            1     2016303.960  17177772032 161041612800        8.519       79.870
