        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
         int    coalesced      253        2        2           16     16777216    35707894.790    536870912  16978542592        0.015        0.475
         int    coalesced      253        2        2           32     16777216    35707898.480   1073741824  33957085184        0.030        0.951
         int    coalesced      253        2        2           64     16777216    37154221.750   2147483648  67914170368        0.058        1.828
         int    coalesced      253        2        2          128     16777216    37408265.213   4294967296 135828340736        0.115        3.631
         int    coalesced      253        2        2          256     16777216    38508420.445   8589934592 271656681472        0.223        7.054
         int    coalesced      253        2        2          512     16777216    40285692.499  17179869184 543313362944        0.426       13.487
         int    coalesced      253        2        2         1024      8388608    21821688.729  17179869184 543313362944        0.787       24.898
         int    coalesced      253        2        2         2048      4194304    11765398.884  17179869184 543313362944        1.460       46.179
         int    coalesced      253        2        2         4096      2097152     6837619.161  17179869184 543313362944        2.513       79.459
         int    coalesced      253        2        2         8192      1048576     4406740.359  17179869184 543313362944        3.899      123.291
         int    coalesced      253        2        2        16384       524288     3221735.223  17179869184 543313362944        5.332      168.640
         int    coalesced      253        2        2        32768       262144     2630682.363  17179869184 543313362944        6.531      206.529
         int    coalesced      253        2        2        65536       131072     2337788.790  17179869184 543313362944        7.349      232.405
         int    coalesced      253        2        2       131072        65536     2192068.985  17179869184 543313362944        7.837      247.854
         int    coalesced      253        2        2       262144        32768     2119073.797  17179869184 543313362944        8.107      256.392
         int    coalesced      253        2        2       524288        16384     2082561.127  17179869184 543313362944        8.249      260.887
         int    coalesced      253        2        2      1048576         8192     2064353.241  17179869184 543313362944        8.322      263.188
         int    coalesced      253        2        2      2097152         4096     2055205.279  17179869184 543313362944        8.359      264.360
         int    coalesced      253        2        2      4194304         2048     2050674.152  17179869184 543313362944        8.378      264.944
         int    coalesced      253        2        2      8388608         1024     2048370.851  17179869184 543313362944        8.387      265.242
         int    coalesced      253        2        2     16777216          512     2047252.144  17179869184 543313362944        8.392      265.387
         int    coalesced      253        2        2     33554432          256     2046693.193  17179869184 543313362944        8.394      265.459
         int    coalesced      253        2        2     67108864          128     2046376.085  17179869184 543313362944        8.395      265.500
         int    coalesced      253        2        2    134217728           64     2046276.867  17179869184 543313362944        8.396      265.513
         int    coalesced      253        2        2    268435456           32     2046232.788  17179869184 543313362944        8.396      265.519
         int    coalesced      253        2        2    536870912           16     2046168.777  17179869184 543313362944        8.396      265.527
         int    coalesced      253        2        2   1073741824            8     2046148.666  17179869184 543313362944        8.396      265.530
         int    coalesced      253        2        2   2147483648            4     2046172.696  17179869184 543313362944        8.396      265.527
         int    coalesced      253        2        2   4294967296            2     2046194.723  17179869184 543313362944        8.396      265.524
         int    coalesced      253        2        2   8588886016            1     2045923.116  17177772032 543247040512        8.396      265.527
