        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
         int    coalesced      256        1        2            8     16777216    33944586.385    268435456   8589934592        0.008        0.253
         int    coalesced      256        1        2           16     16777216    34166408.112    536870912  17179869184        0.016        0.503
         int    coalesced      256        1        2           32     16777216    34454945.414   1073741824  34359738368        0.031        0.997
         int    coalesced      256        1        2           64     16777216    34914418.169   2147483648  68719476736        0.062        1.968
         int    coalesced      256        1        2          128     16777216    36369135.405   4294967296 137438953472        0.118        3.779
         int    coalesced      256        1        2          256     16777216    38099680.473   8589934592 274877906944        0.225        7.215
         int    coalesced      256        1        2          512     16777216    40915183.105  17179869184 549755813888        0.420       13.436
         int    coalesced      256        1        2         1024      8388608    22339887.342  17179869184 549755813888        0.769       24.609
         int    coalesced      256        1        2         2048      4194304    13093178.082  17179869184 549755813888        1.312       41.988
         int    coalesced      256        1        2         4096      2097152     8183405.968  17179869184 549755813888        2.099       67.179
         int    coalesced      256        1        2         8192      1048576     6029575.703  17179869184 549755813888        2.849       91.177
         int    coalesced      256        1        2        16384       524288     4840683.112  17179869184 549755813888        3.549      113.570
         int    coalesced      256        1        2        32768       262144     4248909.278  17179869184 549755813888        4.043      129.388
         int    coalesced      256        1        2        65536       131072     3965544.072  17179869184 549755813888        4.332      138.633
         int    coalesced      256        1        2       131072        65536     3818433.474  17179869184 549755813888        4.499      143.974
         int    coalesced      256        1        2       262144        32768     3743960.729  17179869184 549755813888        4.589      146.838
         int    coalesced      256        1        2       524288        16384     3707938.118  17179869184 549755813888        4.633      148.265
         int    coalesced      256        1        2      1048576         8192     3688258.113  17179869184 549755813888        4.658      149.056
         int    coalesced      256        1        2      2097152         4096     3678886.836  17179869184 549755813888        4.670      149.435
         int    coalesced      256        1        2      4194304         2048     3674412.481  17179869184 549755813888        4.676      149.617
         int    coalesced      256        1        2      8388608         1024     3672078.053  17179869184 549755813888        4.679      149.712
         int    coalesced      256        1        2     16777216          512     3670974.949  17179869184 549755813888        4.680      149.757
         int    coalesced      256        1        2     33554432          256     3670412.164  17179869184 549755813888        4.681      149.780
         int    coalesced      256        1        2     67108864          128     3670054.921  17179869184 549755813888        4.681      149.795
         int    coalesced      256        1        2    134217728           64     3669952.595  17179869184 549755813888        4.681      149.799
         int    coalesced      256        1        2    268435456           32     3669909.824  17179869184 549755813888        4.681      149.801
         int    coalesced      256        1        2    536870912           16     3669921.373  17179869184 549755813888        4.681      149.800
         int    coalesced      256        1        2   1073741824            8     3669865.225  17179869184 549755813888        4.681      149.803
         int    coalesced      256        1        2   2147483648            4     3669794.894  17179869184 549755813888        4.681      149.806
         int    coalesced      256        1        2   4294967296            2     3669853.494  17179869184 549755813888        4.681      149.803
         int    coalesced      256        1        2   8588886016            1     3669346.731  17177772032 549688705024        4.681      149.806
