        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
        long    coalesced      190        1        2           16     16777216    37408269.376    536870912   6375342080        0.014        0.170
        long    coalesced      190        1        2           32     16777216    37408259.843   1073741824  12750684160        0.029        0.341
        long    coalesced      190        1        2           64     16777216    37408248.073   2147483648  25501368320        0.057        0.682
        long    coalesced      190        1        2          128     16777216    37448508.604   4294967296  51002736640        0.115        1.362
        long    coalesced      190        1        2          256     16777216    39278663.614   8589934592 102005473280        0.219        2.597
        long    coalesced      190        1        2          512     16777216    43642903.803  17179869184 204010946560        0.394        4.675
        long    coalesced      190        1        2         1024      8388608    22301291.489  17179869184 204010946560        0.770        9.148
        long    coalesced      190        1        2         2048      4194304    12274923.749  17179869184 204010946560        1.400       16.620
        long    coalesced      190        1        2         4096      2097152     7274192.628  17179869184 204010946560        2.362       28.046
        long    coalesced      190        1        2         8192      1048576     4676451.085  17179869184 204010946560        3.674       43.625
        long    coalesced      190        1        2        16384       524288     3432800.197  17179869184 204010946560        5.005       59.430
        long    coalesced      190        1        2        32768       262144     2800341.324  17179869184 204010946560        6.135       72.852
        long    coalesced      190        1        2        65536       131072     2485192.754  17179869184 204010946560        6.913       82.091
        long    coalesced      190        1        2       131072        65536     2333738.370  17179869184 204010946560        7.362       87.418
        long    coalesced      190        1        2       262144        32768     2259237.282  17179869184 204010946560        7.604       90.301
        long    coalesced      190        1        2       524288        16384     2219767.912  17179869184 204010946560        7.739       91.906
        long    coalesced      190        1        2      1048576         8192     2201425.151  17179869184 204010946560        7.804       92.672
        long    coalesced      190        1        2      2097152         4096     2191965.155  17179869184 204010946560        7.838       93.072
        long    coalesced      190        1        2      4194304         2048     2187393.586  17179869184 204010946560        7.854       93.267
        long    coalesced      190        1        2      8388608         1024     2184831.135  17179869184 204010946560        7.863       93.376
        long    coalesced      190        1        2     16777216          512     2183757.174  17179869184 204010946560        7.867       93.422
        long    coalesced      190        1        2     33554432          256     2183158.567  17179869184 204010946560        7.869       93.448
        long    coalesced      190        1        2     67108864          128     2182873.180  17179869184 204010946560        7.870       93.460
        long    coalesced      190        1        2    134217728           64     2182738.425  17179869184 204010946560        7.871       93.466
        long    coalesced      190        1        2    268435456           32     2182649.341  17179869184 204010946560        7.871       93.469
        long    coalesced      190        1        2    536870912           16     2182622.742  17179869184 204010946560        7.871       93.471
        long    coalesced      190        1        2   1073741824            8     2182616.650  17179869184 204010946560        7.871       93.471
        long    coalesced      190        1        2   2147483648            4     2182579.610  17179869184 204010946560        7.871       93.472
        long    coalesced      190        1        2   4294967296            2     2182542.499  17179869184 204010946560        7.871       93.474
        long    coalesced      190        1        2   8588886016            1     2182343.942  17177772032 203986042880        7.871       93.471
