        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
         int    coalesced      125        8        1           32     16777216    20673101.971   1073741824  16777216000        0.052        0.812
         int    coalesced      125        8        1           64     16777216    20673097.198   2147483648  33554432000        0.104        1.623
         int    coalesced      125        8        1          128     16777216    21821587.963   4294967296  67108864000        0.197        3.075
         int    coalesced      125        8        1          256     16777216    21821574.759   8589934592 134217728000        0.394        6.151
         int    coalesced      125        8        1          512      8388608    11552764.405   8589934592 134217728000        0.744       11.618
         int    coalesced      125        8        1         1024      4194304     6144229.946   8589934592 134217728000        1.398       21.845
         int    coalesced      125        8        1         2048      2097152     3273514.768   8589934592 134217728000        2.624       41.001
         int    coalesced      125        8        1         4096      1048576     1909648.723   8589934592 134217728000        4.498       70.284
         int    coalesced      125        8        1         8192       524288     1227769.175   8589934592 134217728000        6.996      109.318
         int    coalesced      125        8        1        16384       262144      852741.267   8589934592 134217728000       10.073      157.396
         int    coalesced      125        8        1        32768       131072      682240.247   8589934592 134217728000       12.591      196.731
         int    coalesced      125        8        1        65536        65536      584861.065   8589934592 134217728000       14.687      229.487
         int    coalesced      125        8        1       131072        32768      541141.122   8589934592 134217728000       15.874      248.027
         int    coalesced      125        8        1       262144        16384      511740.148   8589934592 134217728000       16.786      262.277
         int    coalesced      125        8        1       524288         8192      508150.437   8589934592 134217728000       16.904      264.130
         int    coalesced      125        8        1      1048576         4096      502022.171   8589934592 134217728000       17.111      267.354
         int    coalesced      125        8        1      2097152         2048      499168.082   8589934592 134217728000       17.209      268.883
         int    coalesced      125        8        1      4194304         1024      497790.578   8589934592 134217728000       17.256      269.627
         int    coalesced      125        8        1      8388608          512      497033.933   8589934592 134217728000       17.282      270.037
         int    coalesced      125        8        1     16777216          256      496661.205   8589934592 134217728000       17.295      270.240
         int    coalesced      125        8        1     33554432          128      496460.076   8589934592 134217728000       17.302      270.349
         int    coalesced      125        8        1     67108864           64      496359.558   8589934592 134217728000       17.306      270.404
         int    coalesced      125        8        1    134217728           32      496343.624   8589934592 134217728000       17.306      270.413
         int    coalesced      125        8        1    268435456           16      496361.648   8589934592 134217728000       17.306      270.403
         int    coalesced      125        8        1    536870912            8      496296.170   8589934592 134217728000       17.308      270.439
         int    coalesced      125        8        1   1073741824            4      496285.398   8589934592 134217728000       17.308      270.445
         int    coalesced      125        8        1   2147483648            2      496317.714   8589934592 134217728000       17.307      270.427
         int    coalesced      125        8        1   4293918720            1      496133.231   8587837440 134184960000       17.310      270.462
