        type trial_config ert_flop   unroll  buffers        nsize       trials       microsecs        bytes        flops         GB/s         GF/s
         int    coalesced       63        8        2           64     16777216    15711719.614   2147483648  16911433728        0.137        1.076
         int    coalesced       63        8        2          128     16777216    16366357.585   4294967296  33822867456        0.262        2.067
         int    coalesced       63        8        2          256     16777216    16366397.506   8589934592  67645734912        0.525        4.133
         int    coalesced       63        8        2          512     16777216    17457457.124  17179869184 135291469824        0.984        7.750
         int    coalesced       63        8        2         1024      8388608     9480152.574  17179869184 135291469824        1.812       14.271
         int    coalesced       63        8        2         2048      4194304     5455748.492  17179869184 135291469824        3.149       24.798
         int    coalesced       63        8        2         4096      2097152     2851328.025  17179869184 135291469824        6.025       47.449
         int    coalesced       63        8        2         8192      1048576     1753920.806  17179869184 135291469824        9.795       77.137
         int    coalesced       63        8        2        16384       524288     1214555.435  17179869184 135291469824       14.145      111.392
         int    coalesced       63        8        2        32768       262144      929948.327  17179869184 135291469824       18.474      145.483
         int    coalesced       63        8        2        65536       131072      775996.182  17179869184 135291469824       22.139      174.346
         int    coalesced       63        8        2       131072        65536      700004.649  17179869184 135291469824       24.543      193.272
         int    coalesced       63        8        2       262144        32768      666027.693  17179869184 135291469824       25.795      203.132
         int    coalesced       63        8        2       524288        16384      649423.594  17179869184 135291469824       26.454      208.325
         int    coalesced       63        8        2      1048576         8192      641617.162  17179869184 135291469824       26.776      210.860
         int    coalesced       63        8        2      2097152         4096      638263.056  17179869184 135291469824       26.917      211.968
         int    coalesced       63        8        2      4194304         2048      636107.841  17179869184 135291469824       27.008      212.686
         int    coalesced       63        8        2      8388608         1024      635037.575  17179869184 135291469824       27.053      213.045
         int    coalesced       63        8        2     16777216          512      634604.984  17179869184 135291469824       27.072      213.190
         int    coalesced       63        8        2     33554432          256      634265.676  17179869184 135291469824       27.086      213.304
         int    coalesced       63        8        2     67108864          128      634243.032  17179869184 135291469824       27.087      213.312
         int    coalesced       63        8        2    134217728           64      634103.880  17179869184 135291469824       27.093      213.359
         int    coalesced       63        8        2    268435456           32      634202.474  17179869184 135291469824       27.089      213.325
         int    coalesced       63        8        2    536870912           16      634264.364  17179869184 135291469824       27.086      213.305
         int    coalesced       63        8        2   1073741824            8      634073.460  17179869184 135291469824       27.094      213.369
         int    coalesced       63        8        2   2147483648            4      634182.072  17179869184 135291469824       27.090      213.332
         int    coalesced       63        8        2   4294967296            2      634113.093  17179869184 135291469824       27.093      213.355
         int    coalesced       63        8        2   8588886016            1      634027.854  17177772032 135274954752       27.093      213.358
